Transaction Type Index,Transaction Name,Start Time (microseconds),Latency (microseconds),Worker Id (start number),Phase Id (index in config file)
1,NewOrder,1744333388.457584,2352,0,1
5,StockLevel,1744333388.457771,1977,2,1
1,NewOrder,1744333388.457791,3239,6,1
5,StockLevel,1744333388.458362,1972,7,1
2,Payment,1744333388.458874,1592,9,1
1,NewOrder,1744333388.458876,2679,1,1
4,Delivery,1744333388.458887,5569,4,1
2,Payment,1744333388.459427,1612,5,1
2,Payment,1744333388.459819,1744,2,1
2,Payment,1744333388.459911,1655,8,1
1,NewOrder,1744333388.459950,3479,0,1
2,Payment,1744333388.460343,1756,7,1
2,Payment,1744333388.460474,1094,3,1
2,Payment,1744333388.460484,1618,9,1
1,NewOrder,1744333388.461040,2891,6,1
2,Payment,1744333388.461055,1038,5,1
1,NewOrder,1744333388.461566,2914,1,1
1,NewOrder,1744333388.461574,2894,2,1
2,Payment,1744333388.461580,1306,3,1
1,NewOrder,1744333388.461581,2905,8,1
2,Payment,1744333388.462104,1836,5,1
2,Payment,1744333388.462109,1300,7,1
2,Payment,1744333388.462112,1303,9,1
2,Payment,1744333388.462895,1043,3,1
3,OrderStatus,1744333388.463424,493,7,1
2,Payment,1744333388.463425,1524,9,1
3,OrderStatus,1744333388.463438,444,0,1
1,NewOrder,1744333388.463893,2261,0,1
2,Payment,1744333388.463923,1018,7,1
1,NewOrder,1744333388.463935,2198,6,1
1,NewOrder,1744333388.463947,2304,3,1
2,Payment,1744333388.463951,1582,5,1
2,Payment,1744333388.464467,1787,4,1
2,Payment,1744333388.464480,1665,2,1
1,NewOrder,1744333388.464491,2128,1,1
2,Payment,1744333388.464504,1630,8,1
1,NewOrder,1744333388.464949,2168,7,1
2,Payment,1744333388.464958,1674,9,1
2,Payment,1744333388.465544,1055,5,1
2,Payment,1744333388.466145,1521,6,1
3,OrderStatus,1744333388.466156,480,8,1
2,Payment,1744333388.466183,1494,2,1
1,NewOrder,1744333388.466197,4142,0,1
1,NewOrder,1744333388.466261,4103,4,1
1,NewOrder,1744333388.466262,4056,3,1
1,NewOrder,1744333388.466609,2701,5,1
1,NewOrder,1744333388.466628,4215,1,1
2,Payment,1744333388.466648,1584,8,1
2,Payment,1744333388.466648,1543,9,1
2,Payment,1744333388.467127,1627,7,1
2,Payment,1744333388.467677,1641,6,1
2,Payment,1744333388.467694,1622,2,1
2,Payment,1744333388.468222,1590,9,1
2,Payment,1744333388.468244,1591,8,1
1,NewOrder,1744333388.468771,4763,7,1
2,Payment,1744333388.469323,1535,5,1
2,Payment,1744333388.469330,1479,2,1
5,StockLevel,1744333388.469337,1733,6,1
1,NewOrder,1744333388.469825,2609,9,1
1,NewOrder,1744333388.469888,2001,8,1
1,NewOrder,1744333388.470333,2655,3,1
1,NewOrder,1744333388.470352,4258,0,1
1,NewOrder,1744333388.470378,3649,4,1
2,Payment,1744333388.470818,1604,2,1
1,NewOrder,1744333388.470857,2694,1,1
2,Payment,1744333388.470868,1545,5,1
1,NewOrder,1744333388.471085,2940,6,1
2,Payment,1744333388.471901,1656,8,1
1,NewOrder,1744333388.472428,3691,5,1
5,StockLevel,1744333388.472439,1015,2,1
1,NewOrder,1744333388.472452,2106,9,1
2,Payment,1744333388.473005,1551,3,1
1,NewOrder,1744333388.473466,3837,2,1
2,Payment,1744333388.473546,1567,7,1
2,Payment,1744333388.473565,1546,1,1
5,StockLevel,1744333388.473571,2352,8,1
2,Payment,1744333388.474030,1565,6,1
2,Payment,1744333388.474040,1549,4,1
1,NewOrder,1744333388.474569,4368,9,1
1,NewOrder,1744333388.474569,8756,3,1
2,Payment,1744333388.474624,2003,0,1
1,NewOrder,1744333388.475124,3787,1,1
1,NewOrder,1744333388.475138,3761,7,1
2,Payment,1744333388.475598,1679,4,1
1,NewOrder,1744333388.475619,3298,6,1
1,NewOrder,1744333388.475934,2974,8,1
1,NewOrder,1744333388.476133,2206,5,1
1,NewOrder,1744333388.476640,5080,0,1
5,StockLevel,1744333388.477291,1453,4,1
1,NewOrder,1744333388.477328,5473,2,1
5,StockLevel,1744333388.478354,2302,5,1
1,NewOrder,1744333388.478763,4572,4,1
1,NewOrder,1744333388.478914,2790,7,1
1,NewOrder,1744333388.478921,4981,8,1
2,Payment,1744333388.478930,1679,6,1
1,NewOrder,1744333388.478940,4381,1,1
2,Payment,1744333388.478952,2201,9,1
2,Payment,1744333388.480624,1637,6,1
2,Payment,1744333388.480671,1583,5,1
1,NewOrder,1744333388.481175,4674,9,1
1,NewOrder,1744333388.481719,4134,7,1
1,NewOrder,1744333388.481735,5857,0,1
2,Payment,1744333388.482269,1632,5,1
1,NewOrder,1744333388.482274,3037,6,1
1,NewOrder,1744333388.482809,4691,2,1
5,StockLevel,1744333388.483343,2363,3,1
2,Payment,1744333388.483345,1983,1,1
2,Payment,1744333388.483352,1468,4,1
1,NewOrder,1744333388.483919,4096,8,1
2,Payment,1744333388.483919,2432,5,1
1,NewOrder,1744333388.484846,4288,4,1
2,Payment,1744333388.485327,2172,6,1
2,Payment,1744333388.485362,1596,1,1
4,Delivery,1744333388.485722,12882,3,1
2,Payment,1744333388.485866,2140,9,1
1,NewOrder,1744333388.485887,3879,7,1
2,Payment,1744333388.486363,1636,5,1
1,NewOrder,1744333388.486975,5259,1,1
1,NewOrder,1744333388.487521,6377,6,1
2,Payment,1744333388.487521,2199,2,1
2,Payment,1744333388.487608,2732,0,1
1,NewOrder,1744333388.488019,6933,9,1
2,Payment,1744333388.488019,1717,5,1
5,StockLevel,1744333388.488031,1583,8,1
1,NewOrder,1744333388.489149,5293,4,1
2,Payment,1744333388.489652,2577,8,1
2,Payment,1744333388.489742,1892,2,1
2,Payment,1744333388.489755,2508,5,1
1,NewOrder,1744333388.489778,6286,7,1
1,NewOrder,1744333388.490383,2465,0,1
2,Payment,1744333388.491659,1646,2,1
2,Payment,1744333388.492253,1637,8,1
2,Payment,1744333388.492254,2164,1,1
2,Payment,1744333388.492294,2125,5,1
1,NewOrder,1744333388.492865,7395,0,1
2,Payment,1744333388.493325,2149,2,1
1,NewOrder,1744333388.493951,6846,8,1
1,NewOrder,1744333388.493992,3849,6,1
1,NewOrder,1744333388.494448,7408,1,1
2,Payment,1744333388.494448,2185,5,1
1,NewOrder,1744333388.494472,5789,4,1
2,Payment,1744333388.494985,2266,9,1
1,NewOrder,1744333388.495527,4750,2,1
1,NewOrder,1744333388.496077,5267,7,1
2,Payment,1744333388.496664,2458,5,1
2,Payment,1744333388.497281,2388,9,1
1,NewOrder,1744333388.497865,4620,6,1
1,NewOrder,1744333388.498633,4322,3,1
2,Payment,1744333388.499145,2235,5,1
1,NewOrder,1744333388.499701,3819,9,1
2,Payment,1744333388.500289,2679,0,1
2,Payment,1744333388.500291,2233,4,1
1,NewOrder,1744333388.500300,4872,2,1
1,NewOrder,1744333388.500836,3816,8,1
1,NewOrder,1744333388.501360,4441,7,1
2,Payment,1744333388.501420,2642,5,1
2,Payment,1744333388.501878,2740,1,1
2,Payment,1744333388.502507,2100,6,1
3,OrderStatus,1744333388.502553,1746,4,1
1,NewOrder,1744333388.502975,7577,3,1
1,NewOrder,1744333388.502991,4120,0,1
2,Payment,1744333388.503540,2175,9,1
2,Payment,1744333388.504087,2512,5,1
1,NewOrder,1744333388.504320,5582,4,1
1,NewOrder,1744333388.504629,4765,6,1
1,NewOrder,1744333388.504642,5827,1,1
1,NewOrder,1744333388.504688,6392,8,1
1,NewOrder,1744333388.505216,9456,2,1
2,Payment,1744333388.505741,2692,9,1
2,Payment,1744333388.505840,2039,7,1
5,StockLevel,1744333388.506624,2337,5,1
1,NewOrder,1744333388.507132,9010,0,1
2,Payment,1744333388.507900,2017,7,1
2,Payment,1744333388.508461,2636,9,1
2,Payment,1744333388.508983,2636,5,1
1,NewOrder,1744333388.509432,5954,6,1
2,Payment,1744333388.509928,2409,4,1
1,NewOrder,1744333388.509951,9179,7,1
1,NewOrder,1744333388.510491,6169,1,1
1,NewOrder,1744333388.510565,7248,3,1
3,OrderStatus,1744333388.511104,1178,8,1
1,NewOrder,1744333388.511162,8807,9,1
1,NewOrder,1744333388.511642,5679,5,1
2,Payment,1744333388.512308,3043,8,1
2,Payment,1744333388.512366,2959,4,1
2,Payment,1744333388.514698,2613,2,1
1,NewOrder,1744333388.515376,6895,8,1
2,Payment,1744333388.515440,2960,6,1
2,Payment,1744333388.515455,2332,4,1
1,NewOrder,1744333388.516175,8379,0,1
2,Payment,1744333388.516684,2321,1,1
1,NewOrder,1744333388.517346,7228,5,1
4,Delivery,1744333388.517386,17962,2,1
1,NewOrder,1744333388.517815,8416,4,1
2,Payment,1744333388.517885,2668,3,1
1,NewOrder,1744333388.518419,5024,6,1
2,Payment,1744333388.519017,2375,1,1
1,NewOrder,1744333388.519167,7133,7,1
5,StockLevel,1744333388.519994,3141,9,1
2,Payment,1744333388.520574,2282,3,1
2,Payment,1744333388.521403,2608,1,1
1,NewOrder,1744333388.522302,5159,8,1
1,NewOrder,1744333388.522885,6700,3,1
2,Payment,1744333388.523163,3151,9,1
2,Payment,1744333388.523461,2131,6,1
2,Payment,1744333388.524056,2830,1,1
2,Payment,1744333388.524583,2912,0,1
2,Payment,1744333388.524600,2871,5,1
1,NewOrder,1744333388.525623,11456,6,1
5,StockLevel,1744333388.526261,3830,4,1
1,NewOrder,1744333388.526326,5218,7,1
2,Payment,1744333388.526340,2267,9,1
1,NewOrder,1744333388.526927,12168,1,1
2,Payment,1744333388.527496,3188,5,1
1,NewOrder,1744333388.527505,8924,8,1
1,NewOrder,1744333388.527531,10852,0,1
1,NewOrder,1744333388.528640,9003,9,1
2,Payment,1744333388.529610,2916,3,1
1,NewOrder,1744333388.530117,11805,4,1
2,Payment,1744333388.530712,3384,5,1
1,NewOrder,1744333388.531574,11114,7,1
2,Payment,1744333388.532561,3268,3,1
1,NewOrder,1744333388.534132,13205,5,1
1,NewOrder,1744333388.535379,7368,2,1
2,Payment,1744333388.535866,3334,3,1
2,Payment,1744333388.536459,3243,8,1
3,OrderStatus,1744333388.537129,2041,6,1
1,NewOrder,1744333388.537687,10603,9,1
1,NewOrder,1744333388.538419,11886,0,1
