Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1,1.000,1867064,1867064,1867064,1867064,1867064,1867064,1867064,1867064,1867064
1,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,1,1.000,321176,321176,321176,321176,321176,321176,321176,321176,321176
3,2,2.000,134030,134030,298967,216498,298967,298967,298967,298967,298967
4,1,1.000,718218,718218,718218,718218,718218,718218,718218,718218,718218
5,1,1.000,309740,309740,309740,309740,309740,309740,309740,309740,309740
6,1,1.000,1336924,1336924,1336924,1336924,1336924,1336924,1336924,1336924,1336924
7,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,1,1.000,624575,624575,624575,624575,624575,624575,624575,624575,624575
9,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,1,1.000,615170,615170,615170,615170,615170,615170,615170,615170,615170
11,2,2.000,180488,180488,258097,219292,258097,258097,258097,258097,258097
12,2,2.000,313532,313532,371065,342298,371065,371065,371065,371065,371065
13,2,2.000,103630,103630,543546,323588,543546,543546,543546,543546,543546
14,1,1.000,295990,295990,295990,295990,295990,295990,295990,295990,295990
15,1,1.000,590414,590414,590414,590414,590414,590414,590414,590414,590414
16,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
17,1,1.000,2009525,2009525,2009525,2009525,2009525,2009525,2009525,2009525,2009525
18,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,1,1.000,123775,123775,123775,123775,123775,123775,123775,123775,123775
20,1,1.000,478254,478254,478254,478254,478254,478254,478254,478254,478254
21,1,1.000,856908,856908,856908,856908,856908,856908,856908,856908,856908
22,1,1.000,70001,70001,70001,70001,70001,70001,70001,70001,70001
