Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1430,1430.000,355,3165,4494,6931,9913,14462,16933,28564,36441
1,2333,2333.000,244,1621,2946,4271,4845,9488,12704,20274,29345
2,1436,1436.000,333,3248,4520,6953,9906,14037,16150,27781,31091
3,1250,1250.000,1241,3812,5394,7967,11255,14390,16302,27939,29783
4,1765,1765.000,277,2298,3674,5645,7724,12997,15045,26792,32972
5,1240,1240.000,886,3743,5101,8042,11503,14876,16395,27999,30635
6,1607,1607.000,371,2950,4093,6193,8872,13144,15082,26512,29020
7,1462,1462.000,295,3322,4387,6839,9778,13635,15838,28092,31219
8,2184,2184.000,202,1542,3137,4559,5510,10714,13370,25002,29642
9,1275,1275.000,1133,3639,5450,7811,11284,14285,15892,27451,29805
10,1239,1239.000,1011,3609,6016,8045,11684,14445,16237,27434,29806
11,1262,1262.000,987,3604,5546,7908,11680,14386,16056,27181,30156
12,1498,1498.000,310,3168,4067,6639,10000,13496,15384,26697,30781
13,1203,1203.000,1069,3736,7116,8326,11644,14848,16951,28023,29456
14,1251,1251.000,1080,3658,5736,7949,11389,14458,15855,27568,30001
15,1235,1235.000,661,3633,6147,8060,11597,14393,16532,27827,31020
16,1250,1250.000,1072,3625,5606,7974,11524,14371,15827,27786,29550
17,1624,1624.000,273,2953,3887,6141,9103,13152,14908,26168,28946
18,1270,1270.000,1018,3662,5457,7855,11618,14027,15515,27006,34498
19,1288,1288.000,1136,3568,5360,7766,11474,14573,15565,27087,29025
20,1221,1221.000,1116,3595,7014,8129,11697,14411,16120,27215,30210
21,1281,1281.000,1070,3579,4626,7777,11484,14469,15737,26887,29430
22,1416,1416.000,273,3421,4711,7045,10115,13856,15285,27045,28946
23,1280,1280.000,1084,3643,4991,7805,11359,14425,15835,27110,28970
24,1199,1199.000,1193,3632,7174,8289,11810,14540,17107,27319,28943
25,1232,1232.000,1207,3640,5516,8096,11690,14602,16766,28031,31641
26,1776,1776.000,255,2277,3691,5617,7762,12454,14548,28166,61110
27,1388,1388.000,351,3444,4635,7174,10161,14283,15997,28698,40348
28,1456,1456.000,265,3220,4059,6823,10162,14110,16043,28964,31132
29,1341,1341.000,321,3526,4493,7480,10754,14766,17672,29142,32838
30,1264,1264.000,248,3623,4657,7842,11404,15030,17935,29619,32202
31,1783,1783.000,239,2303,3806,5593,7410,12678,15357,27686,32943
32,2193,2193.000,216,1731,3319,4562,5355,10610,13497,16958,30578
33,1204,1204.000,1027,3816,6064,8266,11880,14819,16561,27543,31652
34,1334,1334.000,235,3662,5050,7475,10821,14378,15859,27329,38625
35,1252,1252.000,916,3695,5858,7971,11445,14501,16286,27109,29959
36,1196,1196.000,1192,3802,7112,8335,12078,14718,15885,27456,30164
37,1317,1317.000,439,3507,4680,7599,10670,14671,17417,28426,32941
38,1219,1219.000,1068,3707,4906,8168,11473,15081,22629,28818,30328
39,1152,1152.000,657,3872,6795,8651,12157,15675,22534,29608,32459
40,1132,1132.000,1165,3791,7416,8804,12491,15425,25341,29175,35617
41,1232,1232.000,624,3738,4924,8088,11683,14701,17276,29068,36802
42,1424,1424.000,277,3467,4326,7006,10194,14069,16175,28518,34450
43,1863,1863.000,207,1636,3526,5323,6169,12941,15380,28256,33481
44,1774,1774.000,247,2042,3554,5655,7828,12961,15390,27787,30441
45,1301,1301.000,509,3687,5192,7674,10867,14715,16381,27664,29911
46,1216,1216.000,708,3700,5857,8175,11773,14905,17055,28131,30303
47,1476,1476.000,304,3282,4144,6781,9659,14360,16274,28111,30516
48,1184,1184.000,1064,3719,5025,8428,12050,15173,25578,29575,33187
49,1204,1204.000,1109,3809,5901,8300,11687,14888,19986,28542,34760
50,1662,1662.000,258,2499,3897,6004,8315,13549,15419,27655,29870
51,1367,1367.000,339,3511,4702,7280,10193,14136,16647,27800,31615
52,1608,1608.000,311,2990,3961,6200,9148,13238,14980,25608,28470
53,1266,1266.000,1087,3661,5583,7882,11515,14378,15705,26532,29521
54,1208,1208.000,935,3708,6983,8267,11948,14774,16267,27259,28993
55,1259,1259.000,1079,3761,5674,7935,11500,14427,15847,27063,28901
56,1250,1250.000,1079,3647,4951,7996,11685,14740,16348,27527,33722
57,1441,1441.000,438,3418,4422,6918,9975,13441,14759,26974,30186
58,1202,1202.000,1083,3785,7366,8287,11788,14556,16230,26741,30714
59,1198,1198.000,1151,3734,6934,8319,11959,14709,17107,27434,29724
60,1227,1227.000,1170,3706,7030,8029,11554,14224,15972,26886,31586
