Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,1155,1155.000,417,872,2427,8581,4016,6083,11357,212761,273531
1,1342,1342.000,309,837,2135,7455,3665,5010,9490,212329,278668
2,1153,1153.000,275,802,2000,9112,3662,5121,9894,232251,278280
3,912,912.000,307,814,2212,10288,3648,6172,12602,246758,280485
4,1103,1103.000,273,763,2097,9044,3390,5722,9275,228471,283938
5,1040,1040.000,217,761,2045,10199,3287,5159,10114,229294,273288
6,955,955.000,271,761,1830,10080,3285,5404,11098,229557,279967
7,1242,1242.000,266,709,1636,8115,3064,4573,8699,223284,271047
8,1108,1108.000,282,723,1688,9169,3164,5177,9549,236311,286421
9,1147,1147.000,236,706,1893,8713,3226,4861,8529,206728,266858
10,1042,1042.000,248,731,1890,9295,3272,4844,9115,232332,280505
11,1386,1386.000,248,691,1664,7202,3074,4305,6800,213205,282596
12,1183,1183.000,185,673,1633,8428,3013,4451,7408,234677,289292
13,1161,1161.000,254,649,1289,8732,2894,4674,7769,240812,288871
14,1016,1016.000,216,667,1710,9864,2970,4494,8998,232857,286863
15,1233,1233.000,205,615,1401,8000,2900,4237,7453,218556,284647
16,1111,1111.000,254,668,1658,9313,2975,4460,8536,241387,288834
17,1222,1222.000,215,656,1583,7848,2964,4359,7174,202214,284159
18,964,964.000,257,665,1664,10621,2901,4849,11340,250741,284850
19,1262,1262.000,257,620,1451,7778,2913,4630,7069,214267,282210
20,1041,1041.000,258,665,1597,9369,2905,4375,8288,224782,281317
21,1150,1150.000,224,634,1639,9073,2835,3907,7135,237481,281371
22,1078,1078.000,226,642,1625,8918,2960,4618,8451,225374,288930
23,1174,1174.000,222,614,1630,8410,2924,4605,8207,218488,293847
24,1172,1172.000,279,651,1603,8560,2852,3882,6660,220245,293136
25,1193,1193.000,229,623,1513,8880,2712,4168,7059,241597,279449
26,885,885.000,245,667,1714,11069,2944,4675,110732,249715,282125
27,1243,1243.000,183,622,1628,8059,2862,4319,7552,224232,293456
28,1246,1246.000,227,619,1484,7785,2667,4196,6735,228679,277748
29,1092,1092.000,237,614,1371,9527,2668,3967,7518,247793,285049
30,1042,1042.000,231,578,1468,9164,2554,3585,7171,233319,291143
31,1004,1004.000,214,624,1534,10500,2597,4297,8719,239490,290823
32,1090,1090.000,236,623,1520,8852,2629,4340,7302,228637,292005
33,1017,1017.000,243,620,1557,9909,2716,4422,8922,257088,292666
34,1255,1255.000,220,597,1534,7957,2718,3802,6087,228588,288419
35,1021,1021.000,248,603,1567,9888,2688,3823,7954,238745,284181
36,1184,1184.000,227,566,1316,8301,2498,3589,5965,237282,295078
37,908,908.000,238,614,1625,10769,2788,4451,107291,231267,294810
38,1137,1137.000,250,606,1490,8912,2760,4481,6946,228053,291290
39,1185,1185.000,248,589,1603,8374,2655,4301,6658,223976,290549
40,1005,1005.000,244,622,1658,10398,2713,4265,7627,260992,291295
41,1187,1187.000,241,569,1170,8600,2611,3688,6648,240030,292730
42,1146,1146.000,200,588,1559,8184,2806,4199,6898,222002,281250
43,1246,1246.000,206,612,1550,8502,2772,4243,7526,234093,286714
44,801,801.000,228,630,1542,11557,2836,4883,115273,249938,299730
45,975,975.000,212,593,1392,10495,2870,4594,9196,244094,285296
46,1167,1167.000,220,591,1525,8359,2612,3979,6564,229525,294185
47,1291,1291.000,204,595,1488,8148,2775,4022,6737,214856,290349
48,1101,1101.000,245,592,1505,8657,2761,4315,8135,233913,279446
49,1173,1173.000,212,595,1488,8698,2614,3929,6500,234157,289691
50,1012,1012.000,228,592,1501,9726,2682,4132,7798,226876,297086
51,1195,1195.000,216,613,1605,8595,2674,4153,6895,224166,293752
52,1160,1160.000,215,561,1408,8373,2419,3491,5990,233383,298960
53,1111,1111.000,221,604,1446,9291,2600,4207,8011,234215,287214
54,1172,1172.000,222,588,1391,8182,2566,3569,5845,236127,290452
55,1282,1282.000,243,586,1344,7929,2523,3565,6150,236731,288074
56,1284,1284.000,223,605,1600,8262,2715,3857,6335,234465,292984
57,1233,1233.000,191,562,1235,7574,2459,3555,5967,232634,290544
58,1485,1485.000,215,578,1115,6678,2480,3523,5813,231135,295493
59,1160,1160.000,213,596,1457,8848,2543,3636,6402,235797,283487
60,1542,1542.000,216,566,1004,5420,2413,3576,5507,140208,296268
