Time (seconds),Throughput (requests/second),Average Latency (millisecond),Minimum Latency (millisecond),25th Percentile Latency (millisecond),Median Latency (millisecond),75th Percentile Latency (millisecond),90th Percentile Latency (millisecond),95th Percentile Latency (millisecond),99th Percentile Latency (millisecond),Maximum Latency (millisecond),tp (req/s) scaled
0,126.400,12.122,5.240,6.773,8.657,14.169,23.035,25.288,28.882,133.462,0.082
5,122.200,11.098,4.731,6.209,6.756,16.762,22.801,26.064,30.968,33.981,0.090
10,67.200,20.499,5.152,16.496,23.160,25.326,27.333,28.314,31.013,33.500,0.049
15,57.600,22.594,8.967,21.107,23.257,25.304,26.576,27.669,30.117,33.285,0.044
20,65.600,19.397,5.232,13.814,22.462,25.464,27.189,27.944,29.466,30.881,0.052
25,64.000,21.276,5.138,19.075,23.831,26.077,27.784,28.816,30.056,30.687,0.047
30,61.600,22.056,5.771,20.032,22.988,25.611,27.975,28.823,30.421,42.111,0.045
35,64.200,22.465,5.425,21.277,24.314,26.568,28.098,28.922,30.147,32.256,0.045
40,55.800,23.997,13.714,22.164,24.448,26.139,27.598,28.280,29.478,30.386,0.042
45,74.800,20.287,4.902,15.829,22.267,24.942,27.019,27.786,29.461,30.932,0.049
50,61.000,23.854,13.900,22.244,24.220,25.770,27.698,28.621,29.658,31.397,0.042
55,62.800,21.586,4.780,19.893,23.739,26.274,27.875,28.650,29.364,30.537,0.046
