Time (seconds),Requests,Throughput (requests/second),Minimum Latency (microseconds),25th Percentile Latency (microseconds),Median Latency (microseconds),Average Latency (microseconds),75th Percentile Latency (microseconds),90th Percentile Latency (microseconds),95th Percentile Latency (microseconds),99th Percentile Latency (microseconds),Maximum Latency (microseconds)
0,10,10.000,1800415,2157143,2157727,2108103,2157770,2157970,2157970,2157970,2157970
1,1,1.000,31040386,31040386,31040386,31040386,31040386,31040386,31040386,31040386,31040386
2,20,20.000,129446,451069,451648,1916374,491003,590902,30268362,30268362,30268362
3,17,17.000,189956,488669,513933,749546,558517,564544,5144785,5144785,5144785
4,10,10.000,142794,178698,3383071,2497862,3387580,4552725,4552725,4552725,4552725
5,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,8,8.000,183717,1008058,1212027,939551,1243048,1243865,1243865,1243865,1243865
8,9,9.000,149272,170633,458349,722781,458679,3665053,3665053,3665053,3665053
9,8,8.000,134337,3652844,3703823,6662306,6350559,27873146,27873146,27873146,27873146
10,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
12,7,7.000,158729,185402,365611,936303,2383690,2646987,2646987,2646987,2646987
13,4,4.000,2643147,2691300,26538721,14979555,28045055,28045055,28045055,28045055,28045055
14,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
15,8,8.000,175398,185790,496624,364744,545789,545887,545887,545887,545887
16,13,13.000,130117,155590,470300,473027,723557,759442,937716,937716,937716
17,9,9.000,152051,233741,3195736,3079554,5599625,9027854,9027854,9027854,9027854
18,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
19,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
20,2,2.000,6028335,6028335,10260136,8144235,10260136,10260136,10260136,10260136,10260136
21,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
22,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
23,2,2.000,8008507,8008507,9072278,8540392,9072278,9072278,9072278,9072278,9072278
24,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
25,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
26,2,2.000,4230956,4230956,4633020,4431988,4633020,4633020,4633020,4633020,4633020
27,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
28,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
29,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
30,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
31,7,7.000,152156,249343,3436672,2112815,3458265,3509067,3509067,3509067,3509067
32,3,3.000,2257144,2257144,2671887,2572578,2788704,2788704,2788704,2788704,2788704
33,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
34,4,4.000,166299,177170,486919,329375,487114,487114,487114,487114,487114
35,16,16.000,138174,163614,474463,369005,480489,480847,658276,658276,658276
36,12,12.000,160557,218861,516231,423157,614833,713498,713829,713829,713829
37,14,14.000,146380,286422,483920,926976,507383,4152049,4449477,4449477,4449477
38,9,9.000,138246,214302,305893,418121,630904,702589,702589,702589,702589
39,4,4.000,2900404,3373103,6063923,4600374,6064066,6064066,6064066,6064066,6064066
40,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
41,4,4.000,147631,182431,7328543,3746924,7329091,7329091,7329091,7329091,7329091
42,3,3.000,6530813,6530813,7145796,7040321,7444354,7444354,7444354,7444354,7444354
43,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
44,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
45,1,1.000,4179872,4179872,4179872,4179872,4179872,4179872,4179872,4179872,4179872
46,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
47,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
48,0,0.000,-1,-1,-1,-1,-1,-1,-1,-1,-1
49,14,14.000,134578,292033,427570,375866,468576,590974,594463,594463,594463
50,14,14.000,131243,173208,484702,788647,591502,592767,6172808,6172808,6172808
51,6,6.000,142585,197199,483049,1787513,4669665,5022973,5022973,5022973,5022973
